time,angle,curLapTime,damage,gear,rpm,speedX,lastLapTime,track0,track1,track2,track3,track4,track5,track6,track7,track8,track9,track10,track11,track12,track13,track14,track15,track16,track17,track18,trackPos,steer,accel,brake
1749549326347,0.0111769,0.42,0.0,1,942.478,-0.00493676,0.0,7.33398,7.6141,8.5164,10.462,14.833,21.5958,28.0788,40.2549,72.044,200.0,48.1564,20.8267,13.845,10.4979,7.21979,5.13408,4.20857,3.78503,3.66675,-0.333363,0.0,1.0,0.0
1749549326364,0.0111392,0.44,0.0,1,942.478,-0.00518244,0.0,7.33398,7.61401,8.51626,10.4616,14.8319,21.5939,28.075,40.2471,72.0174,200.0,48.1806,20.8324,13.8474,10.4994,7.22005,5.1341,4.20845,3.78503,3.66675,-0.333363,0.0,1.0,0.0
1749549326385,0.0112885,0.46,0.0,1,942.478,-0.00542877,0.0,7.33398,7.61438,8.51708,10.4631,14.8356,21.6024,28.0897,40.2766,72.1163,200.0,48.0729,20.812,13.8398,10.4953,7.21823,5.13351,4.20806,3.78491,3.66675,-0.333363,0.0,1.0,0.0
1749549326407,0.0112503,0.48,0.0,1,942.478,-0.00565613,0.0,7.33398,7.6143,8.51682,10.4628,14.8345,21.6003,28.0855,40.2688,72.0921,200.0,48.1009,20.8174,13.8423,10.4961,7.21867,5.13354,4.20819,3.78491,3.66675,-0.333363,0.0,1.0,0.0
1749549326429,0.0113576,0.502,0.0,1,942.478,-0.005993,0.0,7.33398,7.61445,8.51729,10.4637,14.8373,21.6065,28.0964,40.2906,72.1625,200.0,48.0207,20.8037,13.8358,10.4928,7.21746,5.1332,4.2079,3.78491,3.66675,-0.333363,0.0,1.0,0.0
1749549326447,0.0114139,0.522,0.0,1,942.478,-0.00622145,0.0,7.33398,7.6147,8.51744,10.4644,14.8388,21.6097,28.1009,40.3028,72.1988,200.0,47.9796,20.7971,13.8332,10.4913,7.21696,5.13274,4.20777,3.78479,3.66675,-0.333363,0.0,1.0,0.0
1749549326467,0.0114682,0.542,0.0,1,942.478,-0.00646504,0.0,7.33398,7.61465,8.51786,10.4651,14.8401,21.6128,28.1065,40.3132,72.2346,200.0,47.9408,20.7902,13.8311,10.4897,7.21608,5.13276,4.20775,3.78479,3.66675,-0.333363,0.0,1.0,0.0
1749549326489,0.011524,0.562,0.0,1,942.478,-0.00667148,0.0,7.33398,7.61479,8.51814,10.4656,14.8416,21.6157,28.1115,40.3244,72.2719,200.0,47.901,20.783,13.8277,10.4886,7.21539,5.13241,4.20762,3.78479,3.66675,-0.333363,0.0,1.0,0.0
1749549326509,0.0116676,0.582,0.0,1,942.478,0.251883,0.0,7.33411,7.61516,8.51897,10.467,14.8458,21.6246,28.126,40.3538,72.3675,200.0,47.7944,20.7657,13.8196,10.4845,7.21354,5.13158,4.20724,3.78467,3.66663,-0.333363,0.0,1.0,0.0
1749549326527,0.0116871,0.602,0.0,1,942.478,0.700516,0.0,7.33423,7.61536,8.51914,10.4675,14.8465,21.6258,28.128,40.3591,72.3812,200.0,47.7799,20.7625,13.8191,10.4833,7.21316,5.13119,4.20702,3.78442,3.6665,-0.333385,0.0,1.0,0.0
1749549326549,0.0115259,0.622,0.0,1,942.478,1.02866,0.0,7.33423,7.61524,8.51858,10.4663,14.8424,21.6163,28.1125,40.3259,72.2771,200.0,47.8959,20.7818,13.826,10.4878,7.21497,5.13197,4.20736,3.78442,3.6665,-0.333407,0.0,1.0,0.0
1749549326619,0.011555,0.642,0.0,1,942.478,1.35702,0.0,7.33435,7.61533,8.5189,10.4665,14.8435,21.619,28.1156,40.333,72.2971,200.0,47.8696,20.7763,13.825,10.4857,7.21411,5.13146,4.20685,3.78418,3.66614,-0.333452,0.0,1.0,0.0
1749549326620,0.0115779,0.662,0.0,1,942.478,1.63246,0.0,7.33472,7.61563,8.51932,10.4674,14.8448,21.6206,28.1183,40.3386,72.3175,200.0,47.8494,20.7732,13.8225,10.4843,7.21331,5.13109,4.20665,3.78381,3.66602,-0.333496,0.0,1.0,0.0
1749549326621,0.0116065,0.682,0.0,1,942.478,2.06539,0.0,7.33508,7.61611,8.51986,10.468,14.846,21.6231,28.1221,40.3455,72.3413,200.0,47.8243,20.767,13.8191,10.4829,7.21196,5.13029,4.20613,3.78357,3.66565,-0.333563,0.0,1.0,0.0
1749549326629,0.0116027,0.702,0.0,1,942.478,2.34399,0.0,7.33545,7.6167,8.52032,10.4687,14.8468,21.6238,28.1228,40.3467,72.3452,200.0,47.8186,20.7657,13.8177,10.4815,7.21125,5.12956,4.20561,3.78296,3.66516,-0.333651,0.0,1.0,0.0
1749549326650,0.0116242,0.722,0.0,1,942.478,2.74426,0.0,7.33594,7.61713,8.52092,10.4695,14.8483,21.6261,28.1256,40.3525,72.3639,200.0,47.7994,20.7616,13.8151,10.4799,7.21019,5.12895,4.20502,3.78259,3.66479,-0.333718,0.0,1.0,0.0
1749549326668,0.0115932,0.742,0.0,1,942.478,3.08422,0.0,7.33655,7.61786,8.52132,10.4699,14.8487,21.6256,28.1238,40.3497,72.3507,200.0,47.8133,20.7625,13.815,10.4788,7.20951,5.12837,4.20435,3.78198,3.66431,-0.333829,0.0,1.0,0.0
1749549326689,0.0116037,0.762,0.0,1,942.478,3.42772,0.0,7.33704,7.61843,8.52213,10.471,14.8496,21.6275,28.1259,40.3523,72.3643,200.0,47.7992,20.759,13.8117,10.4769,7.20829,5.12757,4.20368,3.78137,3.66357,-0.33394,0.0,1.0,0.0
1749549326713,0.0115693,0.782,0.0,1,942.478,3.7717,0.0,7.33789,7.61889,8.52255,10.4713,14.85,21.6266,28.1234,40.3489,72.35,200.0,47.8144,20.7612,13.8122,10.4765,7.20756,5.1268,4.20306,3.78076,3.66296,-0.334051,0.0,1.0,0.0
1749549326730,0.011577,0.802,0.0,1,942.478,4.11628,0.0,7.33862,7.61969,8.52373,10.4726,14.8521,21.6288,28.1259,40.353,72.3648,200.0,47.7966,20.7555,13.808,10.4739,7.20561,5.12558,4.20222,3.77979,3.66199,-0.334206,0.0,1.0,0.0
1749549326749,0.0115407,0.822,0.0,1,942.478,4.46052,0.0,7.33936,7.62052,8.52432,10.4734,14.8525,21.6283,28.1234,40.3494,72.3508,200.0,47.8125,20.7568,13.8083,10.473,7.20467,5.12455,4.20138,3.77917,3.66138,-0.334339,0.0,1.0,0.0
1749549326768,0.011545,0.842,0.0,1,942.478,4.80456,0.0,7.34021,7.62131,8.52525,10.4744,14.8538,21.6304,28.125,40.3521,72.3626,200.0,47.8006,20.7528,13.8043,10.4706,7.20337,5.12352,4.20037,3.7782,3.66052,-0.334495,0.0,1.0,0.0
1749549326789,0.0115078,0.862,0.0,1,942.478,5.14861,0.0,7.34045,7.62158,8.52547,10.4746,14.8536,21.6287,28.1214,40.3463,72.3454,200.0,47.8224,20.757,13.8061,10.4707,7.20289,5.12316,4.20007,3.77783,3.66016,-0.334561,0.0,1.0,0.0
1749549326807,0.0115088,0.882,0.0,1,942.478,5.49273,0.0,7.34033,7.62148,8.52529,10.4745,14.8531,21.6278,28.1196,40.3445,72.3479,200.0,47.8239,20.759,13.806,10.471,7.20287,5.12342,4.20013,3.77808,3.66016,-0.334539,0.0,1.0,0.0
1749549326856,0.0114697,0.902,0.0,1,942.478,5.83697,0.0,7.34033,7.62093,8.52496,10.4735,14.8514,21.6237,28.1123,40.3338,72.3235,200.0,47.8589,20.768,13.8093,10.4726,7.20444,5.12401,4.20071,3.77832,3.66052,-0.334495,0.0,1.0,0.0
1749549326858,0.0114673,0.922,0.0,1,942.478,6.18117,0.0,7.34021,7.62106,8.5249,10.4734,14.8512,21.6228,28.1104,40.3315,72.3249,200.0,47.8629,20.7693,13.8098,10.473,7.20411,5.12386,4.20072,3.77832,3.66052,-0.334495,0.0,1.0,0.0
1749549326871,0.0114268,0.942,0.0,1,942.478,6.52546,0.0,7.34021,7.62103,8.52478,10.473,14.85,21.6199,28.1046,40.3218,72.3025,200.0,47.8938,20.7759,13.8122,10.4744,7.20457,5.12428,4.20067,3.77832,3.66052,-0.334495,0.0,1.0,0.0
1749549326889,0.011421,0.962,0.0,1,942.478,6.86983,0.0,7.34021,7.62113,8.52459,10.4729,14.8497,21.6187,28.1022,40.3194,72.3032,200.0,47.8976,20.7794,13.8128,10.4747,7.20484,5.12408,4.20064,3.77832,3.66052,-0.334495,0.0,1.0,0.0
1749549326918,0.0113786,0.982,0.0,1,942.478,7.21421,0.0,7.34021,7.62102,8.52467,10.4725,14.8487,21.615,28.0964,40.3097,72.2808,200.0,47.9306,20.7861,13.8147,10.4758,7.205,5.12446,4.20069,3.77844,3.66052,-0.334495,0.0,1.0,0.0
1749549326934,0.0113667,1.004,0.0,1,965.008,7.59325,0.0,7.34045,7.62129,8.52468,10.4729,14.8488,21.614,28.0932,40.3064,72.2792,200.0,47.9357,20.7878,13.8153,10.4758,7.20462,5.12393,4.20038,3.7782,3.66028,-0.334539,0.0,1.0,0.0
1749549326951,0.0113238,1.024,0.0,1,1008.63,7.94229,0.0,7.34058,7.6212,8.52471,10.4724,14.8475,21.6105,28.0867,40.2959,72.2561,200.0,47.968,20.7956,13.8176,10.4769,7.20521,5.12415,4.20053,3.77808,3.66016,-0.334561,0.0,1.0,0.0
1749549326975,0.0113104,1.044,0.0,1,1052.15,8.29714,0.0,7.34082,7.6215,8.52486,10.4727,14.8469,21.6097,28.0837,40.2928,72.2552,200.0,47.9773,20.7984,13.8182,10.4763,7.20495,5.12386,4.20021,3.77783,3.65991,-0.334606,0.0,1.0,0.0
1749549326989,0.0112661,1.064,0.0,1,1094.09,8.6565,0.0,7.34131,7.62205,8.52522,10.4728,14.8468,21.6072,28.0791,40.285,72.2363,200.0,48.0036,20.8036,13.8189,10.4766,7.20462,5.1233,4.19973,3.77747,3.65942,-0.334695,0.0,1.0,0.0
1749549327013,0.0112489,1.084,0.0,1,1136.11,9.0185,0.0,7.34167,7.62211,8.5255,10.4729,14.8469,21.6059,28.0757,40.2809,72.2333,200.0,48.0134,20.8067,13.8195,10.4763,7.20434,5.12295,4.19949,3.7771,3.65906,-0.334761,0.0,1.0,0.0
1749549327030,0.011236,1.104,0.0,1,1179.42,9.38557,0.0,7.34216,7.62258,8.52601,10.4737,14.8471,21.6052,28.0732,40.279,72.2356,200.0,48.0158,20.8093,13.8179,10.4756,7.20342,5.12228,4.19899,3.77649,3.65857,-0.33485,0.0,1.0,0.0
1749549327049,0.011153,1.124,0.0,1,1224.02,9.7514,0.0,7.34265,7.62312,8.52619,10.4731,14.8452,21.6,28.0637,40.262,72.191,200.0,48.0728,20.8204,13.8213,10.4769,7.20372,5.12228,4.19848,3.77612,3.65808,-0.334939,0.0,1.0,0.0
1749549327070,0.0111368,1.144,0.0,1,1264.86,10.1325,0.0,7.34314,7.62341,8.52679,10.4739,14.8458,21.5996,28.0609,40.259,72.1916,200.0,48.0762,20.8215,13.8212,10.4755,7.20269,5.12172,4.19798,3.77551,3.65735,-0.33505,0.0,1.0,0.0
1749549327091,0.0110982,1.164,0.0,1,1306.42,10.5056,0.0,7.34387,7.62432,8.52743,10.4746,14.8461,21.5979,28.0565,40.2533,72.1792,200.0,48.0968,20.8249,13.8209,10.475,7.20174,5.12067,4.19717,3.77484,3.65674,-0.335183,0.0,1.0,0.0
1749549327110,0.0111011,1.184,0.0,1,1355.88,10.8723,0.0,7.34473,7.6251,8.52827,10.4756,14.8475,21.5985,28.0564,40.2549,72.196,200.0,48.0861,20.824,13.8187,10.4726,7.20024,5.11975,4.19633,3.77399,3.65601,-0.335316,0.0,1.0,0.0
1749549327132,0.0110281,1.204,0.0,1,1395.18,11.2459,0.0,7.34546,7.6257,8.52877,10.4759,14.8464,21.5949,28.0484,40.2418,72.1601,200.0,48.1277,20.8321,13.8191,10.4732,7.19984,5.11895,4.19551,3.77326,3.65527,-0.335449,0.0,1.0,0.0
1749549327149,0.0109809,1.224,0.0,1,1431.18,11.6365,0.0,7.34644,7.6267,8.5296,10.4765,14.8469,21.5927,28.044,40.234,72.1461,200.0,48.151,20.8363,13.8184,10.4717,7.19849,5.11777,4.19454,3.7723,3.6543,-0.335627,0.0,1.0,0.0
1749549327176,0.0109142,1.244,0.0,1,1475.89,12.0326,0.0,7.34729,7.62731,8.53005,10.4769,14.8464,21.5899,28.0365,40.2234,72.1181,200.0,48.192,20.8446,13.82,10.4716,7.19773,5.11712,4.19378,3.77167,3.65344,-0.335782,0.0,1.0,0.0
1749549327195,0.0109056,1.264,0.0,1,1518.79,12.4097,0.0,7.34839,7.62835,8.53148,10.4782,14.848,21.5908,28.0359,40.2243,72.1294,200.0,48.1813,20.8424,13.8167,10.4687,7.19586,5.11545,4.19255,3.77043,3.65222,-0.335982,0.0,1.0,0.0
1749549327212,0.0108674,1.284,0.0,1,1559.59,12.7921,0.0,7.34937,7.62964,8.53232,10.4794,14.849,21.5895,28.0326,40.2193,72.1231,200.0,48.1961,20.8449,13.8159,10.4668,7.19406,5.11435,4.19134,3.76937,3.65125,-0.336182,0.0,1.0,0.0
1749549327231,0.0108441,1.304,0.0,1,1613.1,13.1812,0.0,7.35046,7.63055,8.53348,10.4807,14.8504,21.5897,28.0302,40.217,72.1271,200.0,48.1986,20.8461,13.8133,10.4648,7.19247,5.11284,4.19008,3.76806,3.65015,-0.336381,0.0,1.0,0.0
1749549327251,0.0107673,1.324,0.0,1,1653.4,13.575,0.0,7.35168,7.63161,8.53462,10.4813,14.8498,21.5857,28.0226,40.2048,72.0936,200.0,48.2402,20.854,13.8137,10.4641,7.19137,5.11168,4.18894,3.76713,3.64893,-0.336603,0.0,1.0,0.0
1749549327279,0.0107167,1.344,0.0,1,1720.51,13.9734,0.0,7.35291,7.63285,8.53564,10.4825,14.8506,21.5843,28.0179,40.1981,72.0812,200.0,48.2594,20.8573,13.8128,10.4622,7.18963,5.11015,4.18773,3.76592,3.64771,-0.336825,0.0,1.0,0.0
1749549327295,0.0106424,1.364,0.0,1,1765.2,14.3767,0.0,7.35437,7.63423,8.5369,10.4839,14.8512,21.5819,28.012,40.1873,72.056,200.0,48.294,20.863,13.812,10.4607,7.18761,5.10852,4.18614,3.76441,3.64612,-0.337092,0.0,1.0,0.0
1749549327312,0.0106066,1.384,0.0,1,1800.36,14.7972,0.0,7.35583,7.63546,8.53831,10.4851,14.8524,21.581,28.0084,40.184,72.0535,200.0,48.3022,20.8657,13.8097,10.4582,7.18543,5.10686,4.18484,3.76317,3.64478,-0.337336,0.0,1.0,0.0
1749549327333,0.0105527,1.404,0.0,1,1858.38,15.2007,0.0,7.35669,7.63633,8.53918,10.4857,14.8525,21.579,28.0022,40.1754,72.0375,200.0,48.33,20.8722,13.81,10.4571,7.18439,5.1058,4.18378,3.76214,3.6438,-0.337513,0.0,1.0,0.0
1749549327351,0.0105289,1.424,0.0,1,1901.23,15.6003,0.0,7.35693,7.6366,8.53941,10.4858,14.8521,21.5758,27.9967,40.1681,72.0364,200.0,48.343,20.8799,13.811,10.4572,7.18378,5.10556,4.18347,3.76184,3.64356,-0.337558,0.0,1.0,0.0
1749549327372,0.0104602,1.444,0.0,1,1940.91,16.011,0.0,7.35742,7.63696,8.5397,10.4858,14.8508,21.571,27.9876,40.155,72.0103,200.0,48.3845,20.8903,13.813,10.4583,7.18394,5.105,4.18298,3.76147,3.64319,-0.337646,0.0,1.0,0.0
1749549327390,0.0104039,1.464,0.0,1,2000.98,16.4221,0.0,7.35779,7.63721,8.5398,10.4857,14.8497,21.5662,27.9793,40.1435,71.991,200.0,48.4182,20.9017,13.8159,10.4592,7.18388,5.10482,4.18286,3.76111,3.64282,-0.337713,0.0,1.0,0.0
1749549327414,0.0103119,1.484,0.0,1,2037.83,16.8497,0.0,7.35852,7.6377,8.5401,10.4858,14.8483,21.56,27.9687,40.1258,71.9504,200.0,48.4732,20.9165,13.8188,10.4601,7.18411,5.10456,4.1825,3.76062,3.64221,-0.337824,0.0,1.0,0.0
1749549327429,0.0102451,1.504,0.0,1,2082.01,17.281,0.0,7.35889,7.63806,8.54025,10.4855,14.8469,21.5549,27.9595,40.1133,71.9258,200.0,48.5129,20.9285,13.8212,10.4608,7.18373,5.10406,4.18188,3.75989,3.6416,-0.337935,0.0,1.0,0.0
1749549327452,0.0101636,1.524,0.0,1,2144.06,17.7155,0.0,7.35974,7.63867,8.54078,10.4856,14.8458,21.5496,27.9494,40.0973,71.8946,200.0,48.5605,20.9406,13.8238,10.4616,7.18328,5.10341,4.18115,3.7594,3.64075,-0.338068,1.0,1.0,0.0
1749549327470,0.0101145,1.544,0.0,1,2183.74,18.1552,0.0,7.36047,7.63937,8.54126,10.4862,14.8453,21.5461,27.9425,40.0895,71.8846,200.0,48.584,20.9496,13.825,10.4606,7.18267,5.10272,4.18043,3.75854,3.64001,-0.338201,1.0,1.0,0.0
1749549327492,0.0100458,1.564,0.0,1,2243.07,18.5971,0.0,7.36145,7.64021,8.54203,10.4864,14.8449,21.5415,27.9339,40.0773,71.8641,200.0,48.6175,20.9613,13.826,10.4609,7.18167,5.10174,4.17967,3.75781,3.63928,-0.338357,1.0,1.0,0.0
1749549327509,0.00999529,1.584,0.0,1,2302.33,19.0459,0.0,7.36206,7.6408,8.54263,10.4871,14.8447,21.5382,27.9279,40.0697,71.8563,200.0,48.6389,20.9712,13.8269,10.4599,7.18075,5.10085,4.17871,3.75696,3.63843,-0.338512,1.0,1.0,0.0
1749549327529,0.0099147,1.604,0.0,1,2350.78,19.5076,0.0,7.36316,7.64173,8.54348,10.4873,14.8442,21.5328,27.9188,40.0558,71.8302,200.0,48.6828,20.9839,13.8289,10.4603,7.17991,5.09985,4.17794,3.75598,3.63733,-0.33869,0.0,1.0,0.0
1749549327551,0.00984222,1.624,0.0,1,2419.16,19.982,0.0,7.36438,7.64269,8.54432,10.488,14.8436,21.5282,27.9102,40.0444,71.81,200.0,48.715,20.9954,13.8301,10.4596,7.17888,5.09889,4.17662,3.755,3.63635,-0.338889,0.0,1.0,0.0
1749549327573,0.00974542,1.644,0.0,1,2473.39,20.479,0.0,7.36536,7.64353,8.545,10.4885,14.8426,21.522,27.8999,40.0277,71.7764,200.0,48.7672,21.0101,13.8319,10.4598,7.17781,5.09785,4.17567,3.75378,3.63525,-0.339089,0.0,1.0,0.0
1749549327595,0.00966245,1.664,0.0,1,2534.91,20.9884,0.0,7.36658,7.64467,8.54604,10.4891,14.8421,21.5169,27.8907,40.015,71.7501,200.0,48.8057,21.0229,13.8329,10.4595,7.17652,5.09637,4.17456,3.75281,3.63403,-0.339311,0.0,1.0,0.0
1749549327610,0.00849754,1.684,0.0,1,2607.25,21.4745,0.0,7.36682,7.64255,8.54053,10.4772,14.8124,21.4486,27.7755,39.7811,71.015,200.0,49.6762,21.1895,13.8945,10.4921,7.19024,5.10187,4.17695,3.75342,3.63354,-0.339378,0.0,1.0,0.0
1749549327631,0.00436765,1.704,0.0,1,2669.17,21.8996,0.0,7.36365,7.63103,8.51635,10.4297,14.7015,21.2086,27.3731,38.9578,68.4481,200.0,53.109,21.8037,14.1303,10.622,7.24794,5.12701,4.19016,3.76074,3.6366,-0.338823,0.0,1.0,0.0
1749549327651,-0.0027396,1.724,0.0,1,2783.58,22.2658,0.0,7.35645,7.60894,8.47325,10.346,14.5112,20.8034,26.7033,37.6103,64.4051,200.0,60.2849,22.9615,14.5631,10.8599,7.3533,5.17412,4.2158,3.7753,3.64355,-0.337513,0.0,1.0,0.0
1749549327671,-0.0126483,1.744,0.0,1,2863.15,22.6272,0.0,7.34546,7.57752,8.41289,10.2306,14.2523,20.2598,25.8191,35.8709,59.4785,177.959,74.1971,24.7925,15.2184,11.2128,7.50874,5.24349,4.25384,3.79759,3.65552,-0.335427,0.0,1.0,0.0
1749549327694,-0.0247499,1.764,0.0,1,2980.92,23.1006,0.0,7.33142,7.53882,8.33964,10.0917,13.9455,19.6287,24.8102,33.9437,54.3714,139.219,103.007,27.4491,16.112,11.6812,7.71065,5.33299,4.30352,3.82736,3.67188,-0.332586,0.0,1.0,0.0
1749549327722,-0.0350644,1.784,0.0,1,2973.15,23.795,0.0,7.3175,7.50397,8.27551,9.97315,13.6895,19.112,24.0002,32.4408,50.6355,117.331,153.187,30.2081,16.9776,12.1201,7.89678,5.41587,4.35041,3.85615,3.68933,-0.329634,0.0,1.0,0.0
1749549327734,-0.0410797,1.804,0.0,1,3007.72,24.4463,0.0,7.30481,7.47924,8.23326,9.89883,13.5352,18.8094,23.5332,31.6009,48.6489,107.412,200.0,32.1212,17.5548,12.4087,8.01989,5.47248,4.3838,3.87825,3.70447,-0.327037,0.0,1.0,0.0
1749549327751,-0.0434214,1.824,0.0,1,3069.91,25.0539,0.0,7.29504,7.46461,8.21128,9.86334,13.4666,18.6791,23.3369,31.261,47.8847,103.958,200.0,32.9844,17.8196,12.5426,8.08027,5.50233,4.40281,3.89218,3.71533,-0.325129,0.0,1.0,0.0
1749549327770,-0.0438859,1.844,0.0,1,3149.8,25.6707,0.0,7.28674,7.45511,8.19994,9.84766,13.441,18.6356,23.274,31.1641,47.6984,103.275,200.0,33.2326,17.9106,12.5927,8.1062,5.51759,4.41428,3.90157,3.72375,-0.323597,0.0,1.0,0.0
1749549327789,-0.0439035,1.864,0.0,1,3232.84,26.3004,0.0,7.27942,7.44767,8.19139,9.83748,13.4265,18.6134,23.2436,31.127,47.649,103.231,200.0,33.3212,17.957,12.6202,8.1227,5.52879,4.42302,3.90937,3.73112,-0.322266,0.0,1.0,0.0
1749549327809,-0.0438978,1.884,0.0,1,3322.93,26.941,0.0,7.27303,7.44092,8.18422,9.82895,13.4142,18.595,23.2186,31.0969,47.6154,103.245,200.0,33.3915,17.9957,12.6435,8.13684,5.53827,4.43066,3.91614,3.73767,-0.321089,0.0,1.0,0.0
1749549327830,-0.0439131,1.904,0.0,1,3416.77,27.5947,0.0,7.26669,7.43445,8.17701,9.82007,13.402,18.5758,23.1924,31.0652,47.5769,103.24,200.0,33.4662,18.037,12.6677,8.15129,5.54789,4.43816,3.92273,3.7439,-0.319935,0.0,1.0,0.0
1749549327852,-0.0439774,1.924,0.0,1,3524.94,28.2605,0.0,7.25952,7.42712,8.16877,9.80986,13.3866,18.5522,23.1602,31.0241,47.5203,103.156,200.0,33.5669,18.0854,12.6964,8.16788,5.55877,4.44673,3.9303,3.75122,-0.318648,0.0,1.0,0.0
1749549327872,-0.0440838,1.944,0.0,1,3630.49,28.9431,0.0,7.2522,7.41919,8.15987,9.79837,13.3702,18.526,23.124,30.9761,47.4475,103.01,200.0,33.6839,18.1429,12.7285,8.1865,5.57072,4.45613,3.93823,3.75854,-0.317294,0.0,1.0,0.0
1749549327891,-0.0442035,1.964,0.0,1,3742.23,29.6406,0.0,7.24487,7.41162,8.15132,9.7876,13.3537,18.4997,23.0874,30.9276,47.374,102.853,200.0,33.8032,18.2,12.7604,8.2047,5.58216,4.46496,3.94604,3.76587,-0.315985,0.0,1.0,0.0
1749549327912,-0.0443327,1.984,0.0,1,3861.85,30.3534,0.0,7.23779,7.40405,8.1425,9.77675,13.3372,18.4733,23.0507,30.8786,47.2983,102.687,200.0,33.9246,18.2574,12.7923,8.22247,5.59349,4.47383,3.95361,3.77295,-0.314675,0.0,1.0,0.0
1749549327931,-0.0444795,2.006,0.0,1,4006.99,31.1558,0.0,7.22974,7.39563,8.1329,9.76428,13.3185,18.4427,23.009,30.8222,47.2125,102.497,200.0,34.0612,18.3236,12.8295,8.24298,5.60655,4.48386,3.96228,3.78113,-0.31321,0.0,1.0,0.0
1749549327954,-0.0446326,2.028,0.0,1,4171.7,31.9785,0.0,7.22083,7.38601,8.12197,9.75061,13.2981,18.4098,22.9642,30.7615,47.119,102.289,200.0,34.2102,18.3981,12.8698,8.26618,5.62105,4.49517,3.97192,3.79016,-0.311568,0.0,1.0,0.0
1749549327978,-0.04479,2.05,0.0,1,4356.47,32.8223,0.0,7.21179,7.37683,8.11124,9.73705,13.2777,18.3767,22.9193,30.7011,47.026,102.083,200.0,34.3591,18.4717,12.9104,8.28849,5.63538,4.50605,3.98144,3.79907,-0.309948,0.0,1.0,0.0
1749549327999,-0.0449492,2.072,0.0,1,4562.65,33.6856,0.0,7.20313,7.36758,8.1008,9.72371,13.2571,18.3435,22.8742,30.6408,46.9332,101.88,200.0,34.5061,18.5474,12.9508,8.31104,5.64955,4.51695,3.99094,3.80786,-0.30835,0.0,1.0,0.0
1749549328019,-0.0451195,2.094,0.0,1,4900.65,34.5749,0.0,7.19373,7.35742,8.08895,9.70887,13.235,18.3075,22.826,30.5761,46.8329,101.651,200.0,34.6672,18.6306,12.9944,8.33574,5.66501,4.52888,4.00135,3.8175,-0.306618,0.0,1.0,0.0
1749549328041,-0.0452897,2.116,0.0,1,5221.26,35.4837,0.0,7.18384,7.34714,8.07726,9.69378,13.2123,18.2708,22.777,30.51,46.7309,101.425,200.0,34.8293,18.7148,13.04,8.36061,5.68065,4.54125,4.01167,3.82739,-0.304821,0.0,1.0,0.0
1749549328063,-0.0454614,2.138,0.0,1,5622.03,36.4097,0.0,7.17407,7.33678,8.06541,9.6786,13.1896,18.2337,22.7277,30.4442,46.6293,101.203,200.0,34.9908,18.802,13.0857,8.38598,5.69668,4.55326,4.02234,3.83728,-0.303045,0.0,1.0,0.0
1749549328087,-0.0456364,2.16,0.0,2,6103.57,37.3522,0.0,7.16394,7.32592,8.05296,9.66311,13.1661,18.195,22.6773,30.3759,46.525,100.975,200.0,35.1585,18.8923,13.1332,8.4121,5.71318,4.56619,4.03325,3.84749,-0.301181,0.0,1.0,0.0
1749549328109,-0.0458352,2.182,0.0,2,6677.71,38.311,0.0,7.15305,7.31445,8.03991,9.64638,13.141,18.1544,22.6244,30.3044,46.4154,100.735,200.0,35.3327,18.9852,13.1835,8.43979,5.73065,4.57973,4.04492,3.8584,-0.299205,0.0,1.0,0.0
1749549328131,-0.0460398,2.204,0.0,2,7307.03,39.2867,0.0,7.14258,7.30322,8.02722,9.63034,13.1164,18.114,22.5717,30.2342,46.3083,100.5,200.0,35.5053,19.0778,13.2335,8.46698,5.74785,4.59285,4.0564,3.86914,-0.297275,0.0,1.0,0.0
1749549328153,-0.04625,2.226,0.0,2,7984.44,40.2799,0.0,7.13147,7.29163,8.01386,9.61316,13.0907,18.0719,22.5176,30.1615,46.1964,100.256,200.0,35.6841,19.1738,13.2859,8.4956,5.76578,4.60659,4.06824,3.88025,-0.295255,0.0,1.0,0.0
1749549328174,-0.0464651,2.248,0.0,2,8658.05,41.2918,0.0,7.11975,7.27905,7.99948,9.59506,13.0632,18.0267,22.46,30.0847,46.0778,99.9959,200.0,35.8731,19.2755,13.3424,8.52649,5.78518,4.62154,4.08093,3.89221,-0.293102,0.0,1.0,0.0
1749549328202,-0.0466854,2.27,0.0,2,9055.06,42.3187,0.0,7.10803,7.26684,7.9854,9.57723,13.036,17.982,22.4033,30.0088,45.9608,99.7411,200.0,36.0593,19.3755,13.3991,8.55657,5.80401,4.63618,4.09351,3.90393,-0.290971,0.0,1.0,0.0
1749549328218,-0.0469109,2.292,0.0,2,9265.35,43.3522,0.0,7.09583,7.25378,7.9706,9.55843,13.0076,17.9352,22.3441,29.9293,45.8396,99.4765,200.0,36.253,19.4793,13.4584,8.58848,5.82393,4.65137,4.10673,3.91626,-0.28873,0.0,1.0,0.0
1749549328241,-0.0471427,2.314,0.0,2,9383.55,44.3862,0.0,7.08301,7.24024,7.95493,9.53844,12.9776,17.886,22.2825,29.8473,45.7131,99.2,200.0,36.4571,19.5884,13.5214,8.62218,5.84501,4.66748,4.12068,3.9292,-0.286399,0.0,1.0,0.0
