time,angle,curLapTime,damage,gear,rpm,speedX,speedY,lastLapTime,track0,track1,track2,track3,track4,track5,track6,track7,track8,track9,track10,track11,track12,track13,track14,track15,track16,track17,track18,wheel0,wheel1,wheel2,wheel3,trackPos,steer,accel,brake
1749684986229,0.0459624,15.57,0.0,6,6906.41,232.613,-3.78991e-05,0.0,1.88721,1.97849,2.24026,2.80368,4.12923,6.4377,9.1627,16.7848,200.0,112.739,55.6204,37.1044,27.9972,22.6176,16.5622,12.2497,10.24,9.32751,9.12433,195.421,195.421,199.251,199.378,0.657238,1.0,1.0,0.0
1749684986251,0.0484394,15.59,0.0,6,6909.61,232.722,3.80757e-05,0.0,1.94836,2.04398,2.31635,2.90227,4.2844,6.70539,9.58993,17.8842,200.0,111.448,54.9829,36.6793,27.6764,22.3587,16.394,12.1418,10.159,9.26039,9.06439,195.513,195.512,199.47,199.343,0.646174,1.0,1.0,0.0
1749684992305,-0.0311102,21.644,0.0,6,7703.39,259.699,0.00201891,0.0,3.62952,3.72632,4.11548,4.97247,6.86449,9.69691,12.3911,17.3406,29.2424,95.5604,200.0,54.0378,33.107,23.9951,15.7289,10.7992,8.68148,7.70194,7.37573,218.192,218.192,222.252,222.384,0.340399,0.0,0.0,0.0
1749684992327,-0.0322633,21.666,0.0,6,7705.17,259.762,0.0022443,0.0,3.57947,3.67386,4.05612,4.89829,6.75709,9.53636,12.1856,17.0526,28.7566,93.971,200.0,54.4854,33.3814,24.1944,15.8593,10.8866,8.74725,7.75732,7.42627,218.244,218.244,222.206,222.531,0.349521,0.0,0.0,0.0
1749684992347,-0.033379,21.688,0.0,6,7610.23,259.541,0.0111972,0.0,3.52747,3.61926,3.99463,4.822,6.64746,9.37638,11.9815,16.7682,28.2816,92.4872,200.0,54.9166,33.6495,24.3898,15.9881,10.9754,8.81462,7.81433,7.47876,218.132,218.146,219.539,219.748,0.358998,0.0,0.0,0.0
1749684992371,-0.0344499,21.71,0.0,6,7600.88,259.235,0.0299219,0.0,3.47363,3.56299,3.9313,4.74355,6.53455,9.21738,11.7792,16.4868,27.8146,91.1132,200.0,55.3284,33.9107,24.5819,16.1161,11.0641,8.88456,7.8733,7.53284,217.868,217.891,219.262,219.485,0.368808,0.0,0.0,0.0
1749684992390,-0.0354975,21.732,0.0,6,7591.78,258.929,0.0505488,0.0,3.41797,3.505,3.86609,4.6629,6.42178,9.05906,11.5779,16.2077,27.3544,89.7907,200.0,55.7291,34.1675,24.7718,16.2426,11.1521,8.95562,7.93433,7.58899,217.609,217.636,218.997,219.225,0.378951,0.0,0.0,0.0
1749684992412,-0.0365406,21.754,0.0,6,7582.56,258.624,0.0698042,0.0,3.36047,3.44507,3.79895,4.58061,6.3089,8.9008,11.3767,15.9289,26.8951,88.4868,200.0,56.1247,34.4225,24.9608,16.369,11.24,9.02673,7.99703,7.64685,217.35,217.38,218.728,218.963,0.389404,0.0,0.0,0.0
1749684992435,-0.0375764,21.776,0.0,6,7573.66,258.319,0.0865317,0.0,3.30115,3.38345,3.73048,4.49844,6.19627,8.74289,11.176,15.6508,26.437,87.1904,200.0,56.5163,34.6759,25.1487,16.4949,11.3276,9.09766,8.0602,7.70667,217.095,217.125,218.47,218.705,0.400213,0.0,0.0,0.0
1749684992459,-0.0377129,21.798,0.0,6,7564.85,258.014,0.0999478,0.0,3.24032,3.32105,3.66183,4.41589,6.08311,8.5842,10.9743,15.3711,25.976,85.88,200.0,56.9087,34.9299,25.3372,16.6212,11.4156,9.16887,8.12364,7.7675,216.838,216.868,218.217,218.45,0.411269,0.0,0.0,0.0
1749684992479,-0.0375822,21.82,0.0,6,7555.81,257.711,0.110238,0.0,3.18087,3.26023,3.59491,4.33542,5.97276,8.42944,10.7776,15.0983,25.5261,84.5979,200.0,57.2898,35.177,25.5208,16.7443,11.5014,9.23828,8.18547,7.8269,216.583,216.613,217.955,218.19,0.422068,0.0,0.0,0.0
1749684992503,-0.0374535,21.842,0.0,6,7547.08,257.408,0.117827,0.0,3.12145,3.19944,3.52802,4.25497,5.86243,8.27464,10.5807,14.8252,25.0751,83.3031,200.0,57.6708,35.424,25.7042,16.8672,11.587,9.30764,8.24727,7.88627,216.329,216.358,217.704,217.936,0.432861,0.0,0.0,0.0
1749684992522,-0.0373286,21.864,0.0,6,7538.19,257.105,0.122801,0.0,3.06203,3.13864,3.4611,4.17447,5.752,8.11965,10.3836,14.5515,24.6224,81.991,199.814,58.0526,35.6713,25.8878,16.9903,11.6728,9.37701,8.30907,7.94564,216.074,216.103,217.448,217.68,0.443655,0.0,0.0,0.0
1749684992545,-0.0372067,21.886,0.0,6,7529.45,256.803,0.126011,0.0,3.00263,3.07785,3.39419,4.09397,5.64153,7.96456,10.1862,14.2774,24.1684,80.6642,197.817,58.4349,35.9188,26.0714,17.1133,11.7585,9.44638,8.37086,8.00499,215.821,215.849,217.197,217.426,0.454445,0.0,0.0,0.0
1749684992569,-0.037088,21.908,0.0,6,7520.72,256.502,0.127647,0.0,2.94327,3.0171,3.32731,4.01349,5.53106,7.8094,9.9887,14.0029,23.7132,79.3226,195.815,58.8177,36.1663,26.255,17.2363,11.8441,9.51571,8.43262,8.0643,215.568,215.595,216.946,217.173,0.465229,0.0,0.0,0.0
1749684992591,-0.0369721,21.93,0.0,6,7511.87,256.202,0.128248,0.0,2.88389,2.95633,3.26041,3.93297,5.42052,7.65409,9.79093,13.7279,23.2565,77.9664,193.809,59.201,36.414,26.4388,17.3594,11.9298,9.58505,8.49439,8.12363,215.316,215.342,216.691,216.917,0.476014,0.0,0.0,0.0
1749684992611,-0.0368579,21.952,0.0,6,7503.14,255.902,0.128269,0.0,2.82579,2.89685,3.19492,3.85414,5.31228,7.502,9.59725,13.4585,22.8088,76.6323,191.805,59.5752,36.6562,26.6184,17.4798,12.0137,9.65291,8.55484,8.18169,215.064,215.09,216.44,216.665,0.48657,0.0,0.0,0.0
