time,angle,curLapTime,damage,fuel,gear,rpm,speedX,speedY,speedZ,lastLapTime,track0,track1,track2,track3,track4,track5,track6,track7,track8,track9,track10,track11,track12,track13,track14,track15,track16,track17,track18,trackPos,steer,accel,brake
1749511518124,0.0089286,-0.982,0.0,1,942.478,3.04208E-4,0.0,7.33374,7.60942,8.50521,10.438,14.7754,21.4672,27.8639,39.8054,70.5978,200.0,49.874,21.1142,13.9628,10.5626,7.24756,5.14549,4.21388,3.78723,3.66663,-0.333363,0.0,0.0,0.0
1749511518141,0.0089286,-0.962,0.0,1,942.478,3.04208E-4,0.0,7.33374,7.60942,8.50521,10.438,14.7754,21.4672,27.8639,39.8054,70.5978,200.0,49.874,21.1142,13.9628,10.5626,7.24756,5.14549,4.21388,3.78723,3.66663,-0.333363,0.0,0.0,0.0
1749511518160,0.0089286,-0.942,0.0,1,942.478,3.04208E-4,0.0,7.33374,7.60942,8.50521,10.438,14.7754,21.4672,27.8639,39.8054,70.5978,200.0,49.874,21.1142,13.9628,10.5626,7.24756,5.14549,4.21388,3.78723,3.66663,-0.333363,0.0,0.0,0.0
1749511518188,0.0089286,-0.922,0.0,1,942.478,3.04208E-4,0.0,7.33374,7.60942,8.50521,10.438,14.7754,21.4672,27.8639,39.8054,70.5978,200.0,49.874,21.1142,13.9628,10.5626,7.24756,5.14549,4.21388,3.78723,3.66663,-0.333363,0.0,0.0,0.0
1749511518196,0.0089286,-0.902,0.0,1,942.478,3.04208E-4,0.0,7.33374,7.60942,8.50521,10.438,14.7754,21.4672,27.8639,39.8054,70.5978,200.0,49.874,21.1142,13.9628,10.5626,7.24756,5.14549,4.21388,3.78723,3.66663,-0.333363,0.0,0.0,0.0
1749511518221,0.0089286,-0.882,0.0,1,942.478,3.04208E-4,0.0,7.33374,7.60942,8.50521,10.438,14.7754,21.4672,27.8639,39.8054,70.5978,200.0,49.874,21.1142,13.9628,10.5626,7.24756,5.14549,4.21388,3.78723,3.66663,-0.333363,0.0,0.0,0.0
1749511518246,0.0089286,-0.862,0.0,1,942.478,3.04208E-4,0.0,7.33374,7.60942,8.50521,10.438,14.7754,21.4672,27.8639,39.8054,70.5978,200.0,49.874,21.1142,13.9628,10.5626,7.24756,5.14549,4.21388,3.78723,3.66663,-0.333363,0.0,0.0,0.0
1749511518347,0.0089286,-0.842,0.0,1,942.478,3.04208E-4,0.0,7.33374,7.60942,8.50521,10.438,14.7754,21.4672,27.8639,39.8054,70.5978,200.0,49.874,21.1142,13.9628,10.5626,7.24756,5.14549,4.21388,3.78723,3.66663,-0.333363,0.0,0.0,0.0
1749511518350,0.0089286,-0.822,0.0,1,942.478,3.04208E-4,0.0,7.33374,7.60942,8.50521,10.438,14.7754,21.4672,27.8639,39.8054,70.5978,200.0,49.874,21.1142,13.9628,10.5626,7.24756,5.14549,4.21388,3.78723,3.66663,-0.333363,0.0,0.0,0.0
1749511518352,0.0089286,-0.802,0.0,1,942.478,3.04208E-4,0.0,7.33374,7.60942,8.50521,10.438,14.7754,21.4672,27.8639,39.8054,70.5978,200.0,49.874,21.1142,13.9628,10.5626,7.24756,5.14549,4.21388,3.78723,3.66663,-0.333363,0.0,0.0,0.0
